verdict,text,part
"תפ (כ""ס) 1580∕07","ההסדר הדיוני היה שהמאשימה קיבלה כאמת משפטית את כל הדברים הרלבנטיים לעניין העונש, שבגרסת הנאשם בהודעתו.",גזר דין
"תפ (כ""ס) 1580∕07",יש לכך השלכה על בחינת תכלית החזקת הנשק על ידי הנאשם – באופן שאינו מצדיק החמרה עימו – כפי שקובעת הפסקה.,גזר דין
"תפ (כ""ס) 1580∕07","הנאשם נהג בטפשות, ובמקום להביא את הנשק למשטרה - רצה לקבור אותו, ובזה התמלאו יסודות העבירה של החזקת נשק ללא רשיון – על פי הודאתו.",גזר דין
"תפ (כ""ס) 1580∕07","הנאשם הינו בן 23 ללא עבר פלילי, הוא שוהה במעצר בית בלא שהפרו, הינו מפרנס יחיד במשפחתו,  ומעצרו  פוגע קשות בפרנסתה.",גזר דין
"תפ (כ""ס) 1580∕07","ב""כ הנאשם עותר שלא להשית עליו מאסר, אלא די במעצר הבית של 10 חודשים, וכן כי לא יושת קנס - בשל העובדה שלא נגרם נזק ממוני למדינה, ומאסרו יגרום למצב כלכלי קשה יותר למשפחתו.",גזר דין
"תפ (כ""ס) 1580∕07",מפנה את בית המשפט לעובדה כי לא נעשה כל שימוש בנשק שנתפס אצל הנאשם.,גזר דין
"תפ (כ""ס) 1580∕07","הנאשם מבקש סליחה, אומר כי לא ידע שיש לשלוח נשק כזה למשטרה, ומבטיח שלא יחזור על המעשה.",גזר דין
"תפ (כ""ס) 1580∕07","ביום 22.5.08 החלטתי על קבלת חוו""ד ממונה בעניינו של הנאשם וזאת בשל העובדה כי מאז טיעוניהם לעונש של הצדדים לראשונה ביום 6.3.08, חל שינוי במצבו הבריאותי של הנאשם, שנורה ביום 23.3.08 באזורים רבים בפלג גופו התחתון, אושפז, ושוחרר רק ביום 10.4.08. מסמכים רפואיים הוצגו לעיוני.",גזר דין
"תפ (כ""ס) 1580∕07","מחוו""ד הממונה מיום 25.8.08 - נמצא הנאשם מוכן ומתאים לביצוע עבודות - מיום 10.9.08 במשטרת כפ""ס.",גזר דין
"תפ (כ""ס) 1580∕07","בהמשך לה - עתר ב""כ הנאשם לגזור על הנאשם מאסר בעבודות שירות, ומאידך שבה ב""כ המאשימה על טיעוניה לעונש - כבראשונה.",גזר דין
"תפ (כ""ס) 1580∕07","בע""פ 4702/02 מד""י נ' אברהם אל נתן, תק-על 2003(1) 101, קבע כב' השופט לוי כי:",הכרעה
"תפ (כ""ס) 1580∕07","ברע""פ 1332/04 מד""י נ' יצחק פס ואח' נקבע בביהמ""ש העליון ואמר:",הכרעה
"תפ (כ""ס) 1580∕07","בית המשפט נדרש להחמיר בעבירות מסוג זה, נוכח התוצאות הרות אסון העלולות לנבוע מהן -  כאשר נשק ללא רשיון נמצא בידיים בנות סיכון.",הכרעה
"תפ (כ""ס) 1580∕07",בעת שקילת העונש על בית המשפט לבחון את נקודת האיזון בין האינטרס הציבורי הרחב לבין  הנסיבות האישיות של הנאשם.,הכרעה
"תפ (כ""ס) 1580∕07","נסיבותיו האישיות של הנאשם הינן מקלות, נוכח העובדה כי זו עבירה ראשונה שלו, והוא נעדר עבר פלילי .",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","הנאשם הודה במעשיו, ביקש סליחה, ואמר כי לא יחזור על מעשהו, שבגינו הורשע.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","אין גם להתעלם לקולא - מהסכמת הצדדים הנוגעת לנסיבות החזקת הנשק ע""י הנאשם - העולות מגרסתו שבהודעתו.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","כן, אין להתעלם ממצבו הבריאותי של הנאשם - כעולה מהמסמכים הרפואיים שהוגשו לעיוני.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07",מאידך - עתירת התביעה תואמת והולמת את כוונת המחוקק ופסיקת בתי המשפט הנגזרת מהסיכון בכח שבהחזקת נשק שלא כדין.,מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","עם זאת, ונוכח הנסיבות לקולא שפורטו כנ""ל - אינני סבורה כי יש למצות את הדין עם הנאשם, עד כדי הצדקה בהמרת מאסר שיוטל עליו - בעבודות שירות.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","לפיכך, הנני גוזרת על הנאשם את העונשים הבאים:",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","מאסר בן 6 חודשים שירוצו בעבודות שירות במשטרת כפ""ס בעבודות אחזקה, סיוע, שירותים או מנהלה החל מיום 10.9.08.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","על הנאשם להתייצב בפני המפקח על עבודות השרות לצורך קליטה והצבה בתאריך הנ""ל בשעה 08:00 במפקדת מחוז מרכז ברמלה.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","הובהר לנאשם כי הוא מחוייב לעדכן את משרד הממונה בכל שינוי, אם יחול, בכתובת מגוריו ועליו לעמוד בתנאי הפיקוח וביקורות הפתע, וכי כל הפרה בעבודות השרות עלולה להביא להפסקה מנהלית שלהן ולריצוי העונש במאסר בפועל.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","משום עיכוב ביצוע המאסר בפועל, יהא כפוף זה לחתימתו של הנאשם על ערבות עצמית בסך 5,000 ₪, וכן הפקדה במזומן בסך 5,000 ₪, להוצאת צו עיכוב יציאה מן הארץ נגדו והפקדת דרכון – וזאת על מנת להבטיח את התייצבותו לריצוי המאסר, והשלמת ריצויו.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07",לא יעמוד הנאשם בתנאי עיכוב הביצוע - יועבר מיידית לריצוי עונשו - במאסר בפועל.,מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","ב. קנס בסך 10,000 ₪ או 60 ימי מאסר תמורתו.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07",הקנס ישולם בשני תשלומים שווים רצופים וחודשיים החל מיום 1.1.09.,מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","מע""ת בן 10 חודשים למשך 3 שנים מהיום שלא יעבור על העבירה בה הורשע.",מן הכלל אל הפרט
"תפ (כ""ס) 1580∕07","המוצגים בפ.א. - 6 -6377/07 (תחנת טייבה) - יושמד / יחולט לאחר שפסה""ד יהפוך חלוט.",5129371
"תפ (כ""ס) 1580∕07",עותק ישלח לממונה על עבודות השירות.,54678313
"תפ (כ""ס) 1580∕07","ניתן היום ג' באלול, תשס""ח (3 בספטמבר 2008) במעמד הצדדים. נאוה בכור, שופטת",54678313
"תפ (כ""ס) 1580∕07",001580/07פ  142 יסמין,54678313
"תפ (כ""ס) 1580∕07",נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,נאוה בכור 54678313-1580/07
