verdict,text,part
"תפ (כ""ס) 1433∕02","התרשמתי, כי חלקי הנשק נמסרו לידי הנאשם כפקדון ""אמנה"", אשר לפי חוקי האיסלאם נאסר עליו לדרוש בתכולתו, ורק, לכשנודע לנאשם דבר מעצרו של בן דודו, הוא מפקיד הפקדון – פתח, וגילה כי המדובר בחלקי נשק.",גזר דין
"תפ (כ""ס) 1433∕02","אכן, הנאשם נכשל בכך שלא פנה מיד למשטרה –כפי שהיה עליו לעשות - אלא העביר את חלקי הנשק (אקדח חסר קנה ונוקר) לחברו של המפקיד.",גזר דין
"תפ (כ""ס) 1433∕02","על כן, השאלה הטעונה הכרעה דנן היא, איפה: האם יש בנסיבות האמורות, כדי להצדיק את החריגה מן הכלל הרחב, הקובע את ההרשעה בדין, ואת אי ההרשעה – כיוצא דופן הימנה?",גזר דין
"תפ (כ""ס) 1433∕02","כאמור, ההרשעה היא הכלל, וההימנעות הימנה היא החריג – מקום שיש נסיבות יוצאות דופן, והיעדר יחס סביר בין הרשעה לנזק שתגרום (ראה לעניין זה ע""פ 2083/96 כתב נ' מ""י וע""פ 2513/96 מ""י נ' ויקטור שמש).",גזר דין
"תפ (כ""ס) 1433∕02","במקרה דנן, נראה – כאמור – כי מעידתו של נאשם זה היתה חד פעמית וחריגה לדפוסי חייו, ונראה כי הפיק הימנה את לקחו, לבל ישוב וישנה.",גזר דין
"תפ (כ""ס) 1433∕02","דומני, כי בנסיבות אלה, הרשעתו בדין תפגע, פגיעה חמורה, בהמשך תפקודו הנורמטיבי בד""כ, ובאפשרות המשך תעסוקתו בתחום בו החל - לו הוא שואף, ובו מצא עניין:",גזר דין
"תפ (כ""ס) 1433∕02","ע""מ לסבר את האוזן, ולמשל: בשל ההליך הפלילי המתנהל נגדו, נדחה הנאשם – כך הסנגור – משני מקומות עבודה, ונראה, כי סיום ההליך בהרשעה יביא, כעולה מן התסקיר, לפיטוריו מעבודתו הנוכחית, והעדר יכולת למצוא עבודה בתחום הכשרתו.",גזר דין
"תפ (כ""ס) 1433∕02","לפיכך, דומני, שהרשעה בדין – ככל שזהו הכלל הרחב – תחמיר עם הנאשם דנן   יתר על המידה.",גזר דין
"תפ (כ""ס) 1433∕02","למותר לציין, כי הענישה במקומותינו היא אינדווידואלית, וככל שבד""כ על הקול היוצא מלפני ביהמ""ש, בעבירות בנשק, להיות ברור ומרתיע, יש לראות את התיק דנן על רקע נסיבותיו המיוחדות, והנאשם העומד בפני.",גזר דין
"תפ (כ""ס) 1433∕02","עוד להדגיש, כי במקרה דנן, תוקן כתב האישום לקולא, ולפיו החזיק הנאשם בחלקי נשק בלבד - להבדיל מנשק כשיר, שאחרת, פשיטא היא שההרשעה היתה בלתי נמנעת.",גזר דין
"תפ (כ""ס) 1433∕02","בשולי הדברים אוסיף, כי הנאשם העיד, בהסכמה, בבימ""ש אחר בעניין האמור, בטרם גז""ד, וללא שהובטחה לו כל טובת הגנה משיתוף פעולה זה עם החוק – וגם זאת מצאתי לזקוף לזכותו, הגם שבדיעבד.",גזר דין
"תפ (כ""ס) 1433∕02","לאחר שנתתי דעתי לאיזון האינטרסים, ושקלתי לקולא ולחומרא, אני נמנע מלהרשיע את הנאשם בעבירה בה הודה.",סוף דבר.  
"תפ (כ""ס) 1433∕02","עם זאת, ועל מנת להציב, בכל זאת, מעל העבירה את דרגת החומרה הראויה – הנאשם יבצע עבודות של""צ – ללא הרשעה -  בהיקף של 300 שעות, בהתאם לתוכנית אשר תגובש עבורו ע""י שה""מ ותשמש לו ענישה קונקרטית.",סוף דבר.  
"תפ (כ""ס) 1433∕02","שה""מ מתבקש לגבש תוכנית של""צ בכתב, בתוך 30 יום מהיום – עם העתק לתביעות – לאישורו של בית המשפט, וזאת על מנת לחסוך בהתייצבות הצדדים לדיון.",סוף דבר.  
"תפ (כ""ס) 1433∕02",זכות ערעור תוך 45 יום.,"המזכירות תעביר עותק גזר הדין לשה""מ."
"תפ (כ""ס) 1433∕02",נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,סגן נשיא
